sc_point_gid,class,capacity,capital_adder_per_mw,cf,mean_resource_temp
37804,8,131.01,0,0.9945,161.0
37805,8,60.01,0,0.9944,156.0
37806,8,50.74,0,0.9945,159.0
37807,7,53.25,0,0.9946,177.0
37808,7,10.98,0,0.9947,186.0
38488,8,116.75,0,0.9946,168.0
38489,8,95.17,0,0.9946,167.0
38490,8,132.15,0,0.9946,168.0
38491,8,208.77,0,0.9946,168.0
38492,9,21.53,0,0.9941,146.0
39158,8,205.42,0,0.9946,169.0
39173,8,150.24,0,0.9946,168.0
39174,8,210.56,0,0.9946,170.0
39175,8,105.37,0,0.9946,174.0
39176,8,24.13,0,0.9946,173.0
39180,8,0.1,0,0.9945,164.0
39181,7,0.09,0,0.9948,184.0
39182,8,0.32,0,0.9945,165.0
39183,8,0.16,0,0.9947,175.0
39842,8,387.1,0,0.9946,175.0
39843,8,265.59,0,0.9946,171.0
39857,8,182.21,0,0.9945,161.0
39858,8,161.02,0,0.9946,172.0
39859,7,91.09,0,0.9946,176.0
39867,8,0.03,0,0.9947,175.0
39868,7,0.21,0,0.9947,177.0
39869,7,0.05,0,0.9948,185.0
39870,7,0.18,0,0.9947,181.0
39871,7,0.13,0,0.9948,193.0
40525,8,36.99,0,0.9945,165.0
40526,8,430.16,0,0.9946,171.0
40527,8,312.32,0,0.9946,174.0
40528,8,252.58,0,0.9946,168.0
40539,6,63.04,0,0.9948,201.0
40540,8,41.16,0,0.9945,161.0
40541,8,204.11,0,0.9945,164.0
40542,8,60.76,0,0.9945,165.0
40543,8,72.14,0,0.9946,171.0
40544,9,4.9,0,0.994,135.0
40545,7,20.76,0,0.9947,190.0
40555,7,0.04,0,0.9948,187.0
40556,7,0.09,0,0.9948,194.0
40557,7,0.09,0,0.9948,187.0
40558,7,0.25,0,0.9946,181.0
41209,7,388.82,0,0.9948,199.0
41210,8,419.99,0,0.9945,166.0
41211,8,329.14,0,0.9946,173.0
41212,7,190.68,0,0.9946,176.0
41213,8,140.74,0,0.9945,167.0
41214,8,201.43,0,0.9946,174.0
41224,8,74.44,0,0.9945,165.0
41225,8,86.67,0,0.9946,169.0
41226,8,89.77,0,0.9946,172.0
41227,7,156.11,0,0.9947,179.0
41228,7,158.63,0,0.9946,179.0
41229,7,74.86,0,0.9947,179.0
41230,7,0.16,0,0.9948,185.0
41231,7,1.08,0,0.9946,176.0
41236,7,0.73,0,0.9947,177.0
41241,7,13.19,0,0.9947,181.0
41242,9,4.78,0,0.9939,132.0
41243,7,165.18,0,0.9948,196.0
41244,8,76.18,0,0.9945,164.0
41245,7,219.1,0,0.9948,188.0
41246,7,89.62,0,0.9948,186.0
41893,8,135.66,0,0.9945,162.0
41894,7,608.34,0,0.9948,198.0
41895,8,124.61,0,0.9945,165.0
41896,8,36.12,0,0.9946,173.0
41897,7,14.43,0,0.9947,177.0
41898,7,15.23,0,0.9947,192.0
41899,8,72.63,0,0.9946,173.0
41900,7,193.54,0,0.9947,177.0
41906,8,114.87,0,0.9946,170.0
41907,8,84.78,0,0.9946,168.0
41908,8,46.92,0,0.9946,168.0
41909,8,230.18,0,0.9945,165.0
41910,7,356.98,0,0.9947,184.0
41911,8,69.76,0,0.9944,158.0
41912,8,11.13,0,0.9945,160.0
41913,8,80.39,0,0.9946,169.0
41914,8,34.64,0,0.9946,171.0
41915,7,3.12,0,0.9947,180.0
41921,7,0.25,0,0.9948,188.0
41925,7,255.05,0,0.9947,181.0
41926,7,78.94,0,0.9948,185.0
41927,7,203.96,0,0.9948,189.0
41928,8,103.08,0,0.9945,163.0
41929,7,334.72,0,0.9948,186.0
41930,7,428.62,0,0.9948,188.0
41931,8,68.77,0,0.9945,163.0
41932,8,67.76,0,0.9945,163.0
41933,7,64.87,0,0.9947,178.0
41934,7,43.95,0,0.9948,190.0
41935,7,0.19,0,0.9947,181.0
42578,7,555.67,0,0.9948,199.0
42579,8,261.82,0,0.9945,165.0
42580,8,16.48,0,0.9946,173.0
42581,7,0.04,0,0.9948,193.0
42584,7,4.13,0,0.9947,181.0
42585,7,158.04,0,0.9947,185.0
42586,7,378.76,0,0.9947,188.0
42587,7,126.58,0,0.9947,184.0
42590,8,83.75,0,0.9946,168.0
42591,8,83.78,0,0.9945,163.0
42592,8,75.87,0,0.9945,163.0
42593,8,230.69,0,0.9944,158.0
42594,7,317.63,0,0.9948,188.0
42595,8,190.94,0,0.9945,161.0
42596,7,11.75,0,0.9947,182.0
42597,8,59.71,0,0.9945,167.0
42598,7,13.14,0,0.9947,181.0
42605,8,8.25,0,0.9946,168.0
42606,7,5.81,0,0.9948,188.0
42607,7,17.28,0,0.9948,192.0
42608,8,0.09,0,0.9947,174.0
42609,7,95.83,0,0.9947,180.0
42610,7,109.23,0,0.9947,182.0
42611,7,474.74,0,0.9948,191.0
42612,8,259.04,0,0.9945,160.0
42613,7,280.03,0,0.9947,184.0
42614,7,128.81,0,0.9947,184.0
42615,8,100.08,0,0.9945,159.0
42616,7,63.02,0,0.9948,187.0
42617,7,261.57,0,0.9948,186.0
42618,7,140.54,0,0.9947,180.0
42619,7,2.74,0,0.9948,186.0
42620,7,96.71,0,0.9948,191.0
42621,7,9.68,0,0.9947,183.0
42622,7,58.44,0,0.9947,178.0
42623,7,18.37,0,0.9947,179.0
43262,8,273.4,0,0.9946,169.0
43263,8,299.55,0,0.9946,167.0
43264,8,180.53,0,0.9946,171.0
43265,8,20.27,0,0.9946,173.0
43270,7,42.71,0,0.9947,181.0
43271,7,155.01,0,0.9947,190.0
43272,7,380.64,0,0.9947,194.0
43274,8,77.9,0,0.9945,161.0
43276,7,261.49,0,0.9948,188.0
43277,7,203.18,0,0.9948,186.0
43278,7,325.45,0,0.9947,181.0
43279,9,17.21,0,0.994,138.0
43280,7,88.25,0,0.9947,188.0
43281,7,82.61,0,0.9946,178.0
43282,7,23.08,0,0.9947,180.0
43289,8,0.56,0,0.9945,167.0
43290,7,137.24,0,0.9948,194.0
43291,7,7.99,0,0.9948,192.0
43292,7,4.22,0,0.9948,186.0
43293,7,88.34,0,0.9948,190.0
43294,7,280.85,0,0.9948,185.0
43295,7,374.7,0,0.9948,195.0
43296,7,512.7,0,0.9948,192.0
43297,7,351.09,0,0.9948,187.0
43298,7,334.1,0,0.9948,184.0
43299,7,104.77,0,0.9948,192.0
43300,8,196.3,0,0.9945,159.0
43301,8,191.73,0,0.9945,161.0
43302,7,70.87,0,0.9947,178.0
43303,7,39.01,0,0.9948,189.0
43304,7,225.75,0,0.9947,180.0
43305,7,175.97,0,0.9947,180.0
43306,7,248.75,0,0.9947,182.0
43307,7,223.7,0,0.9947,180.0
43308,8,84.52,0,0.9947,171.0
43309,8,32.39,0,0.9946,167.0
43310,8,0.82,0,0.9946,165.0
43311,7,0.08,0,0.9948,187.0
43946,8,219.7,0,0.9946,169.0
43947,8,301.01,0,0.9946,169.0
43948,8,99.47,0,0.9945,166.0
43949,8,12.16,0,0.9946,167.0
43955,7,14.51,0,0.9947,185.0
43956,7,473.7,0,0.9947,182.0
43957,8,241.48,0,0.9946,172.0
43959,7,229.93,0,0.9948,193.0
43961,7,128.79,0,0.9948,185.0
43962,7,347.84,0,0.9948,189.0
43963,7,195.81,0,0.9948,188.0
43965,8,3.44,0,0.9946,173.0
43973,8,6.19,0,0.9945,166.0
43974,7,124.37,0,0.9948,193.0
43975,7,38.52,0,0.9948,195.0
43976,7,6.51,0,0.9947,180.0
43977,8,137.79,0,0.9945,161.0
43978,7,373.5,0,0.9948,189.0
43979,7,424.01,0,0.9948,187.0
43980,7,348.48,0,0.9947,182.0
43981,7,311.42,0,0.9948,189.0
43982,7,254.76,0,0.9947,181.0
43983,7,283.12,0,0.9948,186.0
43984,8,256.75,0,0.9945,164.0
43985,8,81.31,0,0.9945,163.0
43987,7,49.04,0,0.9947,181.0
43988,7,315.45,0,0.9947,181.0
43989,7,287.19,0,0.9947,183.0
43990,7,437.57,0,0.9947,182.0
43991,7,180.01,0,0.9947,180.0
43992,7,9.8,0,0.9947,176.0
43993,8,77.05,0,0.9947,172.0
43994,8,0.83,0,0.9946,165.0
43995,8,5.84,0,0.9946,162.0
43996,8,7.78,0,0.9946,162.0
43997,8,40.27,0,0.9947,170.0
43998,7,11.96,0,0.9947,194.0
43999,7,53.1,0,0.9946,182.0
44000,6,6.19,0,0.9949,211.0
44630,8,434.73,0,0.9946,173.0
44631,8,391.07,0,0.9946,170.0
44632,8,42.6,0,0.9946,174.0
44639,7,20.1,0,0.9947,186.0
44642,7,156.38,0,0.9948,194.0
44644,7,93.33,0,0.9947,183.0
44645,7,124.36,0,0.9948,186.0
44646,7,413.4,0,0.9948,185.0
44647,7,197.08,0,0.9947,184.0
44648,8,4.01,0,0.9945,166.0
44655,7,0.07,0,0.9946,176.0
44658,7,47.45,0,0.9948,192.0
44659,8,70.69,0,0.9945,163.0
44660,7,316.73,0,0.9947,184.0
44661,7,301.82,0,0.9948,191.0
44662,8,208.64,0,0.9945,164.0
44663,7,408.23,0,0.9947,184.0
44664,8,336.58,0,0.9947,174.0
44665,8,154.83,0,0.9947,175.0
44666,7,189.52,0,0.9948,185.0
44667,7,95.54,0,0.9948,184.0
44668,7,80.16,0,0.9948,189.0
44669,7,57.7,0,0.9947,182.0
44670,7,42.87,0,0.9947,180.0
44671,7,73.75,0,0.9947,181.0
44672,7,273.62,0,0.9947,183.0
44673,7,223.07,0,0.9947,182.0
44674,7,104.32,0,0.9947,177.0
44675,7,127.96,0,0.9947,177.0
44676,7,168.01,0,0.9947,179.0
44677,8,12.53,0,0.9946,168.0
44678,8,5.39,0,0.9946,164.0
44679,8,60.45,0,0.9946,168.0
44680,8,131.41,0,0.9947,172.0
44681,7,24.63,0,0.9947,180.0
44682,6,9.63,0,0.9948,212.0
44683,9,10.43,0,0.994,138.0
44684,6,118.24,0,0.9949,208.0
44685,6,20.03,0,0.9949,200.0
44686,8,0.09,0,0.9946,167.0
44687,8,0.1,0,0.9947,171.0
44688,8,14.72,0,0.9947,172.0
45314,8,510.62,0,0.9946,173.0
45315,8,482.75,0,0.9946,172.0
45316,7,219.0,0,0.9947,178.0
45317,7,3.72,0,0.9947,183.0
45322,7,8.95,0,0.9947,185.0
45323,7,62.05,0,0.9947,191.0
45325,8,152.73,0,0.9945,162.0
45327,7,26.64,0,0.9948,189.0
45328,8,54.02,0,0.9945,159.0
45329,7,158.78,0,0.9947,183.0
45330,7,272.16,0,0.9947,182.0
45331,7,305.79,0,0.9948,186.0
45332,7,11.95,0,0.9947,179.0
45341,8,2.69,0,0.9945,159.0
45342,7,118.04,0,0.9948,188.0
45343,8,144.92,0,0.9947,174.0
45344,7,359.48,0,0.9947,185.0
45345,8,257.23,0,0.9945,165.0
45346,7,490.78,0,0.9948,189.0
45347,7,386.72,0,0.9947,183.0
45348,7,514.95,0,0.9947,180.0
45349,7,301.66,0,0.9947,177.0
45350,7,429.29,0,0.9947,182.0
45351,7,292.65,0,0.9948,186.0
45352,7,257.63,0,0.9947,180.0
45353,7,66.28,0,0.9947,178.0
45354,7,50.1,0,0.9947,183.0
45355,7,143.12,0,0.9948,186.0
45356,7,198.92,0,0.9947,182.0
45357,7,184.95,0,0.9947,183.0
45358,7,57.64,0,0.9947,179.0
45359,8,88.72,0,0.9947,171.0
45360,8,101.85,0,0.9947,175.0
45361,8,59.81,0,0.9947,169.0
45362,8,36.05,0,0.9946,167.0
45363,8,105.18,0,0.9946,168.0
45364,7,96.34,0,0.9947,177.0
45365,8,27.85,0,0.9947,173.0
45366,7,2.37,0,0.9947,179.0
45367,7,257.78,0,0.9948,186.0
45368,8,158.4,0,0.9947,173.0
45369,8,25.72,0,0.9946,168.0
45370,8,14.18,0,0.9947,172.0
45371,8,83.57,0,0.9947,171.0
45372,8,148.06,0,0.9947,173.0
45373,8,38.9,0,0.9947,169.0
45374,8,48.66,0,0.9947,172.0
45375,8,135.26,0,0.9947,169.0
45376,8,33.54,0,0.9947,170.0
45377,8,0.19,0,0.9946,165.0
45998,7,482.28,0,0.9947,178.0
45999,8,471.25,0,0.9946,175.0
46000,7,178.72,0,0.9946,176.0
46001,7,5.03,0,0.9947,178.0
46002,7,21.0,0,0.9947,186.0
46004,7,14.67,0,0.9947,188.0
46005,7,120.46,0,0.9947,179.0
46007,7,264.49,0,0.9947,181.0
46008,8,192.4,0,0.9946,173.0
46011,7,33.2,0,0.9948,190.0
46012,7,79.77,0,0.9948,188.0
46013,7,172.75,0,0.9947,183.0
46014,7,406.74,0,0.9947,180.0
46015,7,121.73,0,0.9948,188.0
46016,8,6.57,0,0.9945,165.0
46025,7,14.02,0,0.9948,192.0
46026,8,91.7,0,0.9945,163.0
46027,7,358.59,0,0.9947,181.0
46028,7,368.01,0,0.9948,187.0
46029,7,534.05,0,0.9948,192.0
46030,7,471.53,0,0.9948,184.0
46031,7,430.37,0,0.9948,190.0
46032,7,481.12,0,0.9947,177.0
46033,7,390.17,0,0.9947,181.0
46034,7,352.76,0,0.9947,182.0
46035,7,323.34,0,0.9947,182.0
46036,8,401.31,0,0.9947,175.0
46037,7,167.71,0,0.9947,175.0
46038,7,302.67,0,0.9948,185.0
46039,7,212.19,0,0.9947,184.0
46040,7,293.51,0,0.9948,186.0
46041,7,290.4,0,0.9948,193.0
46042,7,250.21,0,0.9948,189.0
46043,7,44.88,0,0.9947,176.0
46044,7,78.59,0,0.9947,183.0
46045,7,305.27,0,0.9947,179.0
46046,8,105.12,0,0.9947,170.0
46047,8,198.93,0,0.9947,169.0
46048,8,101.96,0,0.9947,175.0
46049,8,67.17,0,0.9947,169.0
46050,7,64.11,0,0.9947,176.0
46051,7,192.47,0,0.9947,178.0
46052,7,282.16,0,0.9947,175.0
46053,7,30.74,0,0.9947,177.0
46054,7,77.08,0,0.9947,177.0
46055,7,246.64,0,0.9947,175.0
46056,7,63.17,0,0.9947,178.0
46058,8,21.14,0,0.9947,171.0
46059,8,295.87,0,0.9947,171.0
46060,8,178.88,0,0.9947,170.0
46061,8,0.01,0,0.9946,165.0
46062,8,0.09,0,0.9946,161.0
46063,8,36.75,0,0.9946,162.0
46064,8,2.03,0,0.9946,161.0
46066,8,0.03,0,0.9946,161.0
46362,9,0.07,0,0.9943,142.0
46682,7,512.17,0,0.9947,181.0
46683,8,440.06,0,0.9946,174.0
46684,7,490.45,0,0.9947,183.0
46685,7,293.38,0,0.9947,182.0
46686,7,164.19,0,0.9947,182.0
46687,7,7.62,0,0.9947,180.0
46688,7,194.56,0,0.9947,190.0
46690,7,497.87,0,0.9947,187.0
46691,7,383.33,0,0.9946,176.0
46692,8,155.67,0,0.9946,167.0
46693,8,50.88,0,0.9945,166.0
46694,7,20.77,0,0.9948,191.0
46695,7,22.25,0,0.9948,188.0
46696,7,70.54,0,0.9947,183.0
46697,7,207.33,0,0.9947,183.0
46698,7,93.68,0,0.9947,180.0
46699,8,30.42,0,0.9947,175.0
46701,8,1.62,0,0.9945,160.0
46702,8,3.04,0,0.9947,169.0
46703,8,0.96,0,0.9946,167.0
46704,8,0.04,0,0.9944,156.0
46705,8,9.74,0,0.9945,166.0
46706,8,1.67,0,0.9945,162.0
46707,8,0.21,0,0.9947,171.0
46708,8,1.23,0,0.9947,171.0
46709,8,24.51,0,0.9945,164.0
46710,7,41.01,0,0.9948,186.0
46711,7,253.34,0,0.9948,197.0
46712,7,197.63,0,0.9948,190.0
46713,7,357.41,0,0.9948,189.0
46714,7,490.53,0,0.9948,186.0
46715,7,480.08,0,0.9948,189.0
46716,7,350.49,0,0.9947,181.0
46717,7,434.64,0,0.9947,182.0
46718,7,470.72,0,0.9947,178.0
46719,7,283.44,0,0.9947,182.0
46720,8,276.19,0,0.9947,173.0
46721,7,336.26,0,0.9947,180.0
46722,7,337.18,0,0.9948,186.0
46723,7,233.62,0,0.9947,183.0
46724,7,233.83,0,0.9948,186.0
46725,7,135.53,0,0.9948,193.0
46726,7,21.72,0,0.9948,184.0
46727,8,57.76,0,0.9947,172.0
46728,7,114.3,0,0.9947,181.0
46729,7,238.63,0,0.9947,182.0
46730,7,117.12,0,0.9947,176.0
46731,8,130.1,0,0.9947,173.0
46732,7,138.38,0,0.9947,175.0
46733,8,59.71,0,0.9947,171.0
46734,7,308.17,0,0.9947,175.0
46735,7,225.05,0,0.9947,183.0
46736,7,120.3,0,0.9947,179.0
46737,7,182.93,0,0.9947,182.0
46738,7,41.64,0,0.9947,176.0
46739,8,45.82,0,0.9947,173.0
46741,7,8.98,0,0.9947,178.0
46742,7,1.45,0,0.9947,175.0
46743,8,153.35,0,0.9947,169.0
46744,8,308.59,0,0.9947,170.0
46745,8,0.03,0,0.9945,159.0
46746,8,0.02,0,0.9945,159.0
46747,8,24.74,0,0.9945,159.0
46748,8,29.39,0,0.9946,160.0
46752,8,0.03,0,0.9946,161.0
46753,8,201.15,0,0.9946,162.0
46755,8,79.3,0,0.9947,173.0
47039,8,9.1,0,0.9946,153.0
47040,8,52.92,0,0.9946,154.0
47041,8,5.72,0,0.9946,154.0
47044,9,0.0,0,0.9943,141.0
47045,9,94.27,0,0.9943,142.0
47046,9,202.83,0,0.9944,143.0
47047,9,143.05,0,0.9943,141.0
47048,9,20.84,0,0.9943,140.0
47366,7,521.89,0,0.9947,191.0
47367,7,557.42,0,0.9947,186.0
47368,7,498.78,0,0.9947,179.0
47369,7,520.27,0,0.9947,177.0
47370,7,531.45,0,0.9947,185.0
47371,7,509.69,0,0.9947,196.0
47372,7,476.45,0,0.9947,187.0
47373,8,245.35,0,0.9946,172.0
47374,7,339.9,0,0.9946,177.0
47375,8,265.97,0,0.9946,175.0
47376,8,138.07,0,0.9946,168.0
47377,8,35.73,0,0.9945,161.0
47378,7,55.63,0,0.9948,186.0
47379,7,62.3,0,0.9947,183.0
47380,7,127.51,0,0.9947,179.0
47381,7,220.04,0,0.9947,181.0
47382,8,35.8,0,0.9944,155.0
47383,8,9.58,0,0.9947,171.0
47385,7,3.87,0,0.9948,186.0
47386,8,1.7,0,0.9947,170.0
47387,8,1.61,0,0.9946,168.0
47388,7,2.52,0,0.9947,176.0
47389,7,58.6,0,0.9947,182.0
47390,7,29.51,0,0.9948,184.0
47391,7,46.37,0,0.9948,192.0
47392,7,30.82,0,0.9948,188.0
47393,8,110.63,0,0.9945,162.0
47394,7,317.06,0,0.9948,189.0
47395,7,404.14,0,0.9948,193.0
47396,7,311.14,0,0.9948,189.0
47397,7,399.35,0,0.9948,187.0
47398,7,538.05,0,0.9947,183.0
47399,7,525.55,0,0.9948,184.0
47400,7,436.84,0,0.9947,180.0
47401,7,455.59,0,0.9947,182.0
47402,7,392.16,0,0.9947,175.0
47403,7,260.31,0,0.9947,180.0
47404,7,291.99,0,0.9947,182.0
47405,7,267.9,0,0.9947,182.0
47406,7,405.53,0,0.9948,192.0
47407,7,210.56,0,0.9947,183.0
47408,7,289.12,0,0.9947,183.0
47409,7,196.57,0,0.9948,187.0
47410,7,107.69,0,0.9947,180.0
47411,8,85.27,0,0.9947,173.0
47412,7,146.62,0,0.9947,179.0
47413,7,123.54,0,0.9947,176.0
47414,8,180.36,0,0.9947,174.0
47415,8,317.32,0,0.9947,171.0
47416,8,61.24,0,0.9946,167.0
47417,8,101.71,0,0.9947,171.0
47418,8,250.64,0,0.9947,171.0
47419,8,82.89,0,0.9947,173.0
47420,8,8.84,0,0.9946,167.0
47421,7,213.99,0,0.9947,183.0
47422,8,14.9,0,0.9947,170.0
47423,8,27.67,0,0.9947,170.0
47424,8,0.77,0,0.9947,174.0
47425,8,2.57,0,0.9947,175.0
47427,8,56.98,0,0.9946,164.0
47428,8,317.35,0,0.9946,167.0
47429,8,64.43,0,0.9946,163.0
47430,8,48.93,0,0.9946,160.0
47431,8,1.69,0,0.9945,159.0
47432,8,57.33,0,0.9946,161.0
47433,8,1.74,0,0.9946,162.0
47437,8,243.39,0,0.9946,166.0
47438,8,398.56,0,0.9947,169.0
47439,8,284.15,0,0.9947,171.0
47440,8,490.63,0,0.9947,174.0
47441,7,466.5,0,0.9947,175.0
47442,8,224.33,0,0.9947,170.0
47443,8,188.8,0,0.9946,166.0
47444,8,148.28,0,0.9946,167.0
47445,8,44.38,0,0.9946,165.0
47723,8,166.72,0,0.9946,151.0
47724,9,324.03,0,0.9942,136.0
47725,9,55.89,0,0.9942,138.0
47727,9,5.25,0,0.9942,136.0
47728,9,138.81,0,0.9943,141.0
47729,9,193.93,0,0.9943,142.0
47730,9,137.9,0,0.9943,139.0
47731,9,297.48,0,0.9943,138.0
47732,9,223.76,0,0.9943,140.0
47733,9,67.37,0,0.9943,140.0
48051,7,526.11,0,0.9947,184.0
48052,7,446.83,0,0.9946,176.0
48053,7,493.81,0,0.9946,177.0
48054,7,603.9,0,0.9947,192.0
48055,7,565.31,0,0.9947,190.0
48056,7,406.71,0,0.9947,184.0
48057,8,261.07,0,0.9946,175.0
48058,8,103.21,0,0.9946,171.0
48060,8,86.84,0,0.9946,167.0
48061,8,7.87,0,0.9945,162.0
48062,7,64.15,0,0.9948,187.0
48063,7,83.91,0,0.9947,181.0
48064,7,185.63,0,0.9947,177.0
48065,8,174.86,0,0.9947,173.0
48066,8,46.3,0,0.9945,164.0
48067,8,0.03,0,0.9946,167.0
48073,7,43.32,0,0.9948,186.0
48074,7,35.4,0,0.9947,179.0
48075,7,47.7,0,0.9948,187.0
48076,7,155.45,0,0.9948,187.0
48077,7,131.99,0,0.9948,190.0
48078,7,190.39,0,0.9948,193.0
48079,7,373.88,0,0.9948,186.0
48080,7,366.17,0,0.9948,189.0
48081,7,455.18,0,0.9948,186.0
48082,7,640.08,0,0.9948,184.0
48083,7,520.93,0,0.9947,180.0
48084,7,453.9,0,0.9947,182.0
48085,7,346.43,0,0.9947,184.0
48086,7,291.94,0,0.9947,183.0
48087,7,339.87,0,0.9948,185.0
48088,7,378.03,0,0.9948,189.0
48089,7,280.94,0,0.9948,192.0
48090,8,217.68,0,0.9945,163.0
48091,7,235.59,0,0.9947,184.0
48092,7,307.12,0,0.9948,186.0
48093,7,239.45,0,0.9948,188.0
48094,7,165.22,0,0.9947,180.0
48095,7,149.01,0,0.9947,176.0
48096,7,292.45,0,0.9947,181.0
48097,7,231.37,0,0.9947,181.0
48098,8,219.96,0,0.9947,172.0
48099,8,157.01,0,0.9947,169.0
48100,8,62.68,0,0.9946,165.0
48101,8,181.92,0,0.9947,174.0
48102,8,326.46,0,0.9947,170.0
48103,8,131.21,0,0.9947,170.0
48104,8,9.22,0,0.9947,170.0
48105,7,166.84,0,0.9947,180.0
48106,7,38.16,0,0.9947,184.0
48107,7,133.16,0,0.9947,176.0
48108,7,124.28,0,0.9947,178.0
48109,8,109.65,0,0.9947,173.0
48110,7,14.62,0,0.9947,177.0
48111,8,37.38,0,0.9946,165.0
48112,8,95.81,0,0.9946,166.0
48113,8,85.81,0,0.9947,169.0
48114,8,131.52,0,0.9946,163.0
48115,8,7.8,0,0.9945,157.0
48116,8,84.24,0,0.9946,160.0
48117,8,0.55,0,0.9946,162.0
48121,8,128.46,0,0.9946,162.0
48122,8,453.51,0,0.9946,166.0
48123,8,445.98,0,0.9947,169.0
48124,8,560.03,0,0.9947,171.0
48125,8,524.17,0,0.9947,174.0
48126,8,361.31,0,0.9947,170.0
48127,8,355.91,0,0.9947,172.0
48128,8,297.45,0,0.9946,167.0
48129,8,222.33,0,0.9946,165.0
48130,8,216.02,0,0.9946,165.0
48131,8,205.57,0,0.9946,168.0
48132,8,120.41,0,0.9946,164.0
48133,8,124.51,0,0.9946,167.0
48134,8,123.33,0,0.9946,167.0
48135,8,49.01,0,0.9946,166.0
48407,9,303.15,0,0.9945,149.0
48408,9,316.7,0,0.9942,134.0
48409,9,223.79,0,0.9942,137.0
48410,9,73.29,0,0.9942,138.0
48411,9,240.32,0,0.9943,138.0
48412,9,253.35,0,0.9943,138.0
48413,9,266.8,0,0.9943,139.0
48414,9,174.29,0,0.9942,137.0
48415,9,254.06,0,0.9942,137.0
48416,9,219.4,0,0.9943,139.0
48417,9,139.33,0,0.9943,141.0
48418,9,29.25,0,0.9943,140.0
48736,8,258.79,0,0.9946,174.0
48737,7,360.81,0,0.9947,186.0
48738,7,465.46,0,0.9947,192.0
48739,7,460.11,0,0.9947,179.0
48740,8,379.05,0,0.9946,175.0
48741,7,188.23,0,0.9947,178.0
48742,8,65.43,0,0.9946,171.0
48743,8,42.96,0,0.9946,172.0
48744,7,64.05,0,0.9948,197.0
48745,8,46.97,0,0.9945,162.0
48746,8,73.31,0,0.9945,159.0
48747,7,193.2,0,0.9948,186.0
48748,7,292.9,0,0.9947,181.0
48749,7,110.81,0,0.9947,180.0
48750,7,7.39,0,0.9948,186.0
48751,7,1.95,0,0.9947,182.0
48752,7,7.65,0,0.9948,188.0
48757,7,50.93,0,0.9948,190.0
48758,7,46.26,0,0.9947,183.0
48759,7,4.47,0,0.9947,183.0
48760,7,97.8,0,0.9948,193.0
48761,7,120.2,0,0.9948,189.0
48762,7,213.49,0,0.9948,189.0
48763,8,304.34,0,0.9944,156.0
48764,8,307.65,0,0.9944,158.0
48765,7,513.28,0,0.9948,186.0
48766,7,458.18,0,0.9948,184.0
48767,7,324.79,0,0.9947,184.0
48768,7,341.49,0,0.9948,185.0
48769,8,146.68,0,0.9945,159.0
48770,7,323.13,0,0.9948,193.0
48771,7,296.99,0,0.9948,186.0
48772,7,339.01,0,0.9947,183.0
48773,7,477.09,0,0.9948,190.0
48774,7,324.77,0,0.9948,186.0
48775,7,430.19,0,0.9947,184.0
48776,7,445.34,0,0.9947,183.0
48777,7,392.0,0,0.9948,185.0
48778,7,283.78,0,0.9947,180.0
48779,7,271.89,0,0.9947,183.0
48780,7,357.9,0,0.9947,177.0
48781,8,353.24,0,0.9947,174.0
48782,8,214.92,0,0.9947,170.0
48783,8,282.31,0,0.9946,168.0
48784,8,237.53,0,0.9946,168.0
48785,8,76.59,0,0.9946,167.0
48786,8,71.97,0,0.9947,171.0
48787,8,20.98,0,0.9946,162.0
48788,8,4.07,0,0.9946,166.0
48789,7,161.28,0,0.9947,182.0
48790,7,2.47,0,0.9948,186.0
48791,7,208.33,0,0.9947,182.0
48792,7,118.63,0,0.9947,178.0
48793,7,202.97,0,0.9947,178.0
48794,8,49.65,0,0.9947,174.0
48795,8,0.66,0,0.9946,160.0
48796,8,2.54,0,0.9945,158.0
48797,8,37.58,0,0.9946,166.0
48798,8,407.9,0,0.9947,168.0
48799,8,6.75,0,0.9946,166.0
48800,8,14.74,0,0.9946,160.0
48801,8,0.64,0,0.9946,160.0
48802,8,0.02,0,0.9946,166.0
48805,7,23.26,0,0.9948,190.0
48806,8,395.32,0,0.9946,161.0
48807,8,416.7,0,0.9946,166.0
48808,8,540.1,0,0.9947,169.0
48809,8,417.34,0,0.9947,170.0
48810,8,340.7,0,0.9947,170.0
48811,8,309.91,0,0.9947,171.0
48812,8,330.72,0,0.9946,166.0
48813,8,232.41,0,0.9946,168.0
48814,8,340.67,0,0.9946,167.0
48815,8,321.18,0,0.9947,169.0
48816,8,179.08,0,0.9946,165.0
48817,8,285.45,0,0.9946,165.0
48818,8,388.16,0,0.9947,168.0
48819,8,292.14,0,0.9946,168.0
48820,8,448.29,0,0.9947,169.0
48821,8,281.28,0,0.9947,170.0
48822,8,254.16,0,0.9946,167.0
48823,8,184.59,0,0.9946,162.0
48824,8,127.85,0,0.9946,163.0
48826,8,11.97,0,0.9945,159.0
49090,8,41.32,0,0.9946,151.0
49091,8,413.63,0,0.9946,151.0
49092,9,327.65,0,0.9942,135.0
49093,9,311.82,0,0.9942,136.0
49094,9,318.11,0,0.9942,137.0
49095,9,337.02,0,0.9943,140.0
49096,9,315.68,0,0.9943,139.0
49097,9,260.12,0,0.9943,139.0
49098,9,255.05,0,0.9942,138.0
49099,9,269.28,0,0.9942,137.0
