sc_point_gid,class,capacity,capital_adder_per_mw,cf,mean_resource_temp
115407,8,200.31,0,0.9946,167.0
115411,8,75.55,0,0.9945,159.0
115412,8,96.31,0,0.9945,159.0
115417,8,6.36,0,0.9946,161.0
115418,7,38.78,0,0.9948,191.0
115419,7,179.13,0,0.9948,192.0
115754,7,124.38,0,0.9946,176.0
115755,7,211.85,0,0.9946,176.0
115756,7,328.64,0,0.9947,184.0
115757,7,260.51,0,0.9947,200.0
115758,7,444.42,0,0.9947,182.0
115759,7,342.75,0,0.9947,181.0
115760,7,407.49,0,0.9947,186.0
115761,7,284.49,0,0.9947,185.0
115762,8,125.9,0,0.9946,174.0
115763,8,79.95,0,0.9945,166.0
115764,8,62.21,0,0.9944,155.0
115765,7,212.54,0,0.9947,181.0
115766,7,217.4,0,0.9947,179.0
115767,7,520.42,0,0.9947,175.0
115768,8,450.15,0,0.9947,171.0
115769,8,477.5,0,0.9947,170.0
115770,8,317.93,0,0.9947,170.0
115771,7,222.32,0,0.9947,179.0
115772,7,23.86,0,0.9947,177.0
115773,8,3.95,0,0.9946,172.0
115774,7,0.6,0,0.9947,177.0
115779,7,134.95,0,0.9946,193.0
115780,7,46.33,0,0.9946,179.0
115781,6,83.84,0,0.9947,206.0
115783,7,53.44,0,0.9946,184.0
115784,7,283.22,0,0.9946,179.0
115785,7,39.15,0,0.9947,180.0
115786,8,235.02,0,0.9944,161.0
115787,8,403.06,0,0.9943,154.0
115788,8,308.55,0,0.9946,173.0
115789,8,283.49,0,0.9946,170.0
115790,7,586.24,0,0.9947,178.0
115791,7,473.81,0,0.9947,178.0
115792,7,645.04,0,0.9947,184.0
115793,7,638.02,0,0.9947,189.0
115794,8,521.51,0,0.9944,162.0
115795,7,513.83,0,0.9947,189.0
115796,8,114.55,0,0.9946,171.0
115797,8,19.05,0,0.9946,175.0
115798,8,0.22,0,0.9946,170.0
115799,7,140.58,0,0.9947,186.0
115800,7,12.51,0,0.9947,186.0
115801,8,0.28,0,0.9945,163.0
115802,8,0.76,0,0.9946,174.0
115803,8,0.04,0,0.9946,173.0
115806,8,73.5,0,0.9946,171.0
115807,8,172.97,0,0.9946,167.0
115808,8,80.7,0,0.9945,159.0
115809,8,118.63,0,0.9945,164.0
115810,7,24.46,0,0.9947,181.0
115811,7,232.78,0,0.9947,180.0
115812,8,24.45,0,0.9946,174.0
115813,7,16.77,0,0.9947,185.0
115814,6,34.25,0,0.9948,204.0
115815,7,73.95,0,0.9947,186.0
115816,7,61.81,0,0.9947,183.0
115817,7,256.45,0,0.9947,188.0
115818,8,89.48,0,0.9944,160.0
115819,7,566.33,0,0.9947,183.0
115820,7,505.8,0,0.9947,192.0
115821,7,494.34,0,0.9947,182.0
115822,8,399.08,0,0.9944,163.0
115823,7,437.62,0,0.9947,197.0
115824,7,136.32,0,0.9945,181.0
115825,8,96.65,0,0.9944,167.0
115826,7,10.53,0,0.9946,191.0
115827,6,22.28,0,0.9947,224.0
115828,6,92.0,0,0.9947,209.0
115829,6,187.93,0,0.9947,225.0
115831,7,233.85,0,0.9946,193.0
115832,7,15.64,0,0.9945,177.0
115833,8,2.62,0,0.9945,165.0
115834,7,13.9,0,0.9948,190.0
115835,7,128.06,0,0.9948,193.0
115836,7,91.82,0,0.9947,183.0
115837,8,36.41,0,0.9947,175.0
115838,8,9.61,0,0.9946,164.0
115839,8,21.81,0,0.9945,157.0
115840,7,83.17,0,0.9948,182.0
115841,7,18.39,0,0.9947,176.0
115842,8,96.89,0,0.9947,173.0
115843,8,102.07,0,0.9947,174.0
115844,8,104.91,0,0.9947,172.0
115845,8,71.4,0,0.9947,167.0
115846,8,71.18,0,0.9947,172.0
115847,10,1.88,0,0.9938,124.0
115848,8,36.88,0,0.9946,159.0
115849,8,66.96,0,0.9947,166.0
115850,8,129.28,0,0.9947,173.0
115851,8,110.42,0,0.9947,174.0
115852,7,43.03,0,0.9948,178.0
115853,8,86.54,0,0.9947,173.0
115854,8,134.37,0,0.9947,167.0
115855,9,169.71,0,0.9944,148.0
115856,8,23.94,0,0.9946,161.0
115857,8,189.73,0,0.9946,166.0
115858,8,171.42,0,0.9947,171.0
115859,8,3.53,0,0.9947,174.0
115860,7,8.76,0,0.9947,180.0
115861,7,51.82,0,0.9947,180.0
115863,7,12.34,0,0.9948,196.0
115864,8,74.36,0,0.9945,162.0
115865,8,169.23,0,0.9946,169.0
115866,8,1.84,0,0.9946,169.0
115869,7,3.18,0,0.9947,179.0
115878,7,24.05,0,0.9948,194.0
115879,6,0.04,0,0.9948,200.0
115880,8,7.53,0,0.9945,167.0
115881,8,104.34,0,0.9946,169.0
115882,7,52.09,0,0.9948,194.0
115883,8,301.94,0,0.9945,163.0
115884,7,418.95,0,0.9948,188.0
115885,7,427.19,0,0.9947,178.0
115886,8,454.74,0,0.9947,175.0
115887,8,472.36,0,0.9947,169.0
115888,8,501.58,0,0.9946,166.0
115889,8,328.48,0,0.9946,164.0
115890,8,338.27,0,0.9946,164.0
115891,8,482.56,0,0.9946,162.0
115892,8,375.41,0,0.9945,159.0
115893,8,211.92,0,0.9945,157.0
115894,8,240.24,0,0.9945,155.0
115895,8,215.86,0,0.9945,154.0
115896,8,166.83,0,0.9945,154.0
115897,8,225.04,0,0.9944,150.0
115898,9,234.96,0,0.9944,148.0
115899,8,274.39,0,0.9947,170.0
115900,8,488.83,0,0.9947,167.0
115901,8,411.82,0,0.9947,170.0
115902,9,273.07,0,0.9944,148.0
115903,8,338.72,0,0.9947,166.0
115904,8,259.98,0,0.9947,165.0
115905,8,154.78,0,0.9947,166.0
115906,8,145.44,0,0.9947,165.0
115907,8,171.39,0,0.9947,163.0
115908,8,249.25,0,0.9947,162.0
115909,8,106.0,0,0.9947,163.0
115910,8,116.14,0,0.9947,162.0
115911,8,114.41,0,0.9946,162.0
115912,8,163.05,0,0.9946,161.0
115913,8,190.83,0,0.9946,161.0
115914,8,149.45,0,0.9947,163.0
115915,8,130.94,0,0.9946,162.0
115916,8,123.65,0,0.9946,162.0
115917,8,188.89,0,0.9946,161.0
115918,8,209.93,0,0.9946,160.0
115919,8,215.86,0,0.9946,160.0
115920,8,230.43,0,0.9946,159.0
115921,8,227.55,0,0.9946,160.0
115922,8,260.91,0,0.9946,160.0
115923,8,203.2,0,0.9946,159.0
115924,8,203.23,0,0.9946,160.0
115925,8,219.74,0,0.9946,161.0
115926,8,163.1,0,0.9946,161.0
115927,8,190.05,0,0.9946,161.0
115928,8,233.23,0,0.9946,161.0
115929,8,191.55,0,0.9947,162.0
115930,8,241.39,0,0.9947,162.0
115931,8,135.47,0,0.9947,163.0
115932,8,105.12,0,0.9947,163.0
115933,8,57.79,0,0.9946,161.0
115934,8,94.42,0,0.9946,161.0
115935,8,121.74,0,0.9946,160.0
115936,8,76.12,0,0.9946,159.0
115937,8,72.58,0,0.9946,159.0
115938,8,66.43,0,0.9946,157.0
115939,8,49.2,0,0.9946,161.0
115940,8,59.42,0,0.9947,163.0
115941,8,107.31,0,0.9947,164.0
115942,8,148.96,0,0.9946,158.0
115943,8,128.13,0,0.9946,158.0
115944,8,155.25,0,0.9946,156.0
115945,8,168.7,0,0.9945,153.0
115946,8,205.32,0,0.9946,156.0
115947,8,149.06,0,0.9946,156.0
115948,8,162.39,0,0.9946,155.0
115949,8,140.34,0,0.9945,153.0
115950,8,168.68,0,0.9945,151.0
115951,8,165.7,0,0.9945,153.0
115952,8,151.88,0,0.9946,160.0
115953,8,122.33,0,0.9945,152.0
115954,8,99.64,0,0.9945,153.0
115955,8,166.29,0,0.9946,155.0
115956,8,117.85,0,0.9945,152.0
115957,9,163.35,0,0.9945,149.0
115958,9,165.09,0,0.9945,149.0
115959,9,194.5,0,0.9944,148.0
115960,9,156.7,0,0.9945,149.0
115961,8,177.63,0,0.9945,150.0
115962,8,223.3,0,0.9945,151.0
115963,8,229.64,0,0.9946,156.0
115964,8,205.97,0,0.9946,157.0
115965,8,243.33,0,0.9946,157.0
115966,8,203.53,0,0.9946,157.0
115967,8,243.38,0,0.9945,154.0
115968,8,225.38,0,0.9945,152.0
115969,8,182.57,0,0.9945,152.0
115970,8,10.1,0,0.9945,152.0
115971,8,233.98,0,0.9945,150.0
115972,9,235.25,0,0.9945,149.0
115973,8,156.09,0,0.9945,151.0
115974,8,159.88,0,0.9945,152.0
115975,8,246.07,0,0.9945,153.0
115976,8,282.39,0,0.9945,154.0
115977,8,271.62,0,0.9945,153.0
115978,8,264.31,0,0.9945,153.0
115979,8,293.46,0,0.9945,153.0
115980,8,236.66,0,0.9946,155.0
115981,8,181.8,0,0.9945,154.0
115982,8,258.88,0,0.9946,155.0
115983,8,244.32,0,0.9946,155.0
115984,8,203.24,0,0.9945,153.0
115985,8,107.97,0,0.9945,154.0
115986,8,58.48,0,0.9945,153.0
115987,8,222.55,0,0.9945,153.0
115988,8,210.26,0,0.9945,154.0
115989,8,164.46,0,0.9946,155.0
115990,8,181.49,0,0.9946,158.0
115991,8,151.34,0,0.9946,159.0
115992,8,153.03,0,0.9946,158.0
115993,8,141.81,0,0.9946,158.0
115994,8,106.83,0,0.9946,159.0
115995,8,89.56,0,0.9946,160.0
115996,8,67.71,0,0.9946,160.0
115997,8,51.63,0,0.9946,161.0
115998,8,68.1,0,0.9946,161.0
115999,8,70.28,0,0.9946,160.0
116000,8,60.36,0,0.9946,160.0
116001,8,82.49,0,0.9946,160.0
116002,8,125.18,0,0.9946,159.0
116003,8,96.9,0,0.9946,159.0
116004,8,66.35,0,0.9946,159.0
116005,8,66.42,0,0.9946,161.0
116006,8,79.33,0,0.9946,162.0
116007,8,115.11,0,0.9947,162.0
116008,8,93.23,0,0.9947,163.0
116009,8,94.21,0,0.9946,161.0
116010,8,146.48,0,0.9946,159.0
116011,8,152.09,0,0.9946,159.0
116012,8,69.49,0,0.9946,158.0
116013,8,134.82,0,0.9946,158.0
116014,8,99.61,0,0.9946,157.0
116015,8,60.81,0,0.9946,156.0
116016,8,236.42,0,0.9946,157.0
116017,8,265.61,0,0.9946,157.0
116018,8,227.43,0,0.9946,159.0
116019,8,187.97,0,0.9946,160.0
116020,8,251.31,0,0.9947,163.0
116021,8,200.41,0,0.9947,164.0
116022,8,304.97,0,0.9947,164.0
116023,8,334.24,0,0.9947,163.0
116024,8,50.38,0,0.9947,166.0
116025,8,87.19,0,0.9947,166.0
116026,8,95.13,0,0.9947,163.0
116027,8,153.19,0,0.9946,162.0
116028,8,181.82,0,0.9946,160.0
116029,8,175.61,0,0.9946,160.0
116030,8,157.05,0,0.9946,159.0
116031,8,176.29,0,0.9946,158.0
116032,8,130.03,0,0.9946,160.0
116033,8,155.08,0,0.9946,159.0
116034,8,65.7,0,0.9946,158.0
116035,8,60.57,0,0.9946,158.0
116036,8,95.87,0,0.9947,163.0
116037,8,173.43,0,0.9946,161.0
116038,8,164.38,0,0.9946,159.0
116039,8,227.11,0,0.9946,160.0
116040,8,256.12,0,0.9947,166.0
116041,8,245.93,0,0.9947,163.0
116042,8,222.46,0,0.9946,161.0
116043,8,233.81,0,0.9946,156.0
116044,8,231.84,0,0.9946,162.0
116045,8,297.27,0,0.9947,166.0
116046,8,246.6,0,0.9947,168.0
116047,8,292.73,0,0.9947,165.0
116048,8,377.38,0,0.9947,164.0
116049,8,313.18,0,0.9947,164.0
116050,8,313.42,0,0.9946,162.0
116051,8,282.4,0,0.9946,161.0
116052,8,235.0,0,0.9946,161.0
116053,8,276.39,0,0.9946,161.0
116054,8,371.87,0,0.9947,164.0
116055,8,359.92,0,0.9947,165.0
116056,8,340.07,0,0.9947,166.0
116057,8,359.13,0,0.9947,165.0
116058,8,333.33,0,0.9947,164.0
116059,8,313.82,0,0.9947,165.0
116060,8,228.61,0,0.9947,167.0
116061,8,206.61,0,0.9947,167.0
116062,8,245.4,0,0.9947,166.0
116063,8,199.56,0,0.9947,168.0
116064,8,156.13,0,0.9947,169.0
116065,8,134.41,0,0.9947,169.0
116066,8,145.39,0,0.9947,169.0
116067,8,297.37,0,0.9947,172.0
116068,8,284.19,0,0.9947,172.0
116069,8,65.39,0,0.9947,174.0
116070,8,107.2,0,0.9947,171.0
116071,7,62.84,0,0.9947,176.0
116072,8,171.76,0,0.9947,175.0
116073,7,317.38,0,0.9947,176.0
116074,8,134.71,0,0.9947,175.0
116075,7,104.18,0,0.9948,180.0
116076,7,239.98,0,0.9948,177.0
116077,7,183.71,0,0.9947,175.0
116078,7,293.82,0,0.9947,176.0
116079,7,195.21,0,0.9948,177.0
116080,7,109.69,0,0.9948,177.0
116081,8,245.21,0,0.9947,173.0
116082,8,248.16,0,0.9947,172.0
116083,8,280.34,0,0.9947,174.0
116084,8,340.01,0,0.9947,174.0
116085,7,339.67,0,0.9948,177.0
116086,7,258.73,0,0.9948,181.0
116087,7,221.07,0,0.9948,180.0
116088,7,241.94,0,0.9948,182.0
116089,7,273.41,0,0.9948,183.0
116090,8,163.65,0,0.9945,157.0
116091,8,162.14,0,0.9946,163.0
116092,8,281.0,0,0.9946,166.0
116093,8,226.62,0,0.9945,158.0
116094,8,130.89,0,0.9946,160.0
116095,7,87.21,0,0.9948,187.0
116101,8,0.2,0,0.9946,166.0
116102,8,10.85,0,0.9946,163.0
116103,8,115.31,0,0.9946,163.0
116438,7,175.63,0,0.9947,177.0
116439,8,264.18,0,0.9946,175.0
116440,7,274.3,0,0.9946,177.0
116441,7,343.85,0,0.9947,191.0
116442,7,382.55,0,0.9946,177.0
116443,8,229.23,0,0.9946,174.0
116444,7,540.36,0,0.9947,181.0
116445,7,412.32,0,0.9947,179.0
116446,8,83.77,0,0.9946,174.0
116447,8,176.91,0,0.9945,163.0
116448,8,39.84,0,0.9944,158.0
116449,8,250.46,0,0.9947,175.0
116450,7,298.56,0,0.9947,177.0
116451,8,351.82,0,0.9947,172.0
116452,8,499.61,0,0.9946,167.0
116453,8,424.95,0,0.9946,164.0
116454,8,296.38,0,0.9946,165.0
116455,8,283.11,0,0.9946,168.0
116456,8,146.65,0,0.9947,174.0
116457,7,4.68,0,0.9947,177.0
116458,7,0.03,0,0.9947,180.0
116459,9,3.24,0,0.994,139.0
116460,7,3.73,0,0.9946,176.0
116463,7,240.04,0,0.9946,180.0
116464,8,105.48,0,0.9945,168.0
116465,7,168.14,0,0.9946,187.0
116468,7,335.72,0,0.9946,180.0
116469,7,119.8,0,0.9947,197.0
116470,8,184.36,0,0.9944,165.0
116471,8,376.73,0,0.9944,160.0
116472,8,167.86,0,0.9946,168.0
116473,7,387.27,0,0.9947,181.0
116474,7,451.3,0,0.9946,177.0
116475,7,742.1,0,0.9947,190.0
116476,7,801.29,0,0.9947,192.0
116477,7,737.19,0,0.9947,187.0
116478,8,531.1,0,0.9944,161.0
116479,7,899.74,0,0.9947,196.0
116480,7,629.42,0,0.9947,180.0
116481,7,170.18,0,0.9947,179.0
116483,7,101.81,0,0.9947,186.0
116485,7,2.03,0,0.9947,178.0
116486,8,0.66,0,0.9945,164.0
116490,8,1.12,0,0.9946,165.0
116491,8,40.36,0,0.9944,155.0
116492,7,231.39,0,0.9946,176.0
116493,7,198.58,0,0.9947,193.0
116494,7,76.21,0,0.9947,179.0
116495,7,160.38,0,0.9947,182.0
116496,8,6.51,0,0.9946,172.0
116497,8,9.49,0,0.9945,175.0
116498,7,33.62,0,0.9947,190.0
116499,7,116.7,0,0.9947,193.0
116500,7,74.82,0,0.9947,184.0
116501,8,68.86,0,0.9946,174.0
116502,8,191.1,0,0.9945,166.0
116503,7,491.48,0,0.9947,181.0
116504,7,444.29,0,0.9947,189.0
116505,7,380.45,0,0.9947,179.0
116506,8,380.57,0,0.9944,166.0
116507,7,74.42,0,0.9946,186.0
116508,8,58.91,0,0.9945,171.0
116509,8,154.1,0,0.9945,171.0
116510,8,1.55,0,0.9945,167.0
116512,5,406.69,0,0.9946,237.0
116513,6,34.83,0,0.9947,215.0
116514,5,110.12,0,0.9946,225.0
116515,6,225.41,0,0.9946,215.0
116516,7,34.88,0,0.9946,177.0
116517,7,18.83,0,0.9947,179.0
116518,8,8.5,0,0.9945,162.0
116519,7,116.53,0,0.9948,194.0
116520,7,54.14,0,0.9947,179.0
116521,8,36.92,0,0.9947,173.0
116522,8,6.78,0,0.9947,171.0
116523,8,28.6,0,0.9946,167.0
116524,7,103.2,0,0.9948,183.0
116525,7,58.42,0,0.9947,176.0
116526,7,76.01,0,0.9947,175.0
116527,8,63.58,0,0.9947,174.0
116528,7,31.96,0,0.9947,175.0
116529,8,84.45,0,0.9947,174.0
116530,7,65.92,0,0.9948,181.0
116531,8,219.48,0,0.9947,169.0
116532,8,21.35,0,0.9947,169.0
116533,8,29.13,0,0.9947,164.0
116534,8,56.44,0,0.9947,172.0
116535,8,13.5,0,0.9947,167.0
116536,7,18.78,0,0.9947,176.0
116537,7,75.18,0,0.9948,179.0
116538,8,139.34,0,0.9947,172.0
116539,8,304.48,0,0.9947,174.0
116540,8,22.16,0,0.9944,152.0
116541,8,58.53,0,0.9946,167.0
116542,8,85.41,0,0.9947,169.0
116543,8,0.23,0,0.9947,173.0
116544,7,238.95,0,0.9947,182.0
116545,7,284.39,0,0.9947,181.0
116546,7,110.97,0,0.9948,187.0
116547,8,82.0,0,0.9945,164.0
116548,8,99.84,0,0.9945,161.0
116549,8,158.66,0,0.9946,169.0
116550,7,0.01,0,0.9947,179.0
116560,8,6.41,0,0.9946,171.0
116561,7,6.87,0,0.9947,177.0
116562,7,3.83,0,0.9947,178.0
116563,7,23.66,0,0.9947,184.0
116564,7,19.87,0,0.9946,176.0
116565,8,92.79,0,0.9946,168.0
116566,7,24.86,0,0.9948,197.0
116567,8,162.43,0,0.9945,161.0
116568,7,251.01,0,0.9948,189.0
116569,7,465.99,0,0.9947,176.0
116570,7,498.08,0,0.9947,176.0
116571,8,495.7,0,0.9947,171.0
116572,8,515.93,0,0.9947,169.0
116573,8,469.26,0,0.9946,165.0
116574,8,481.28,0,0.9946,166.0
116575,8,449.9,0,0.9946,163.0
116576,8,375.51,0,0.9946,160.0
116577,8,339.11,0,0.9945,157.0
116578,8,251.96,0,0.9945,155.0
116579,8,162.7,0,0.9945,156.0
116580,8,193.57,0,0.9945,156.0
116581,8,261.09,0,0.9944,151.0
116582,8,346.14,0,0.9944,150.0
116583,9,253.69,0,0.9944,149.0
116584,8,397.83,0,0.9947,172.0
116585,9,180.34,0,0.9944,150.0
116586,9,217.42,0,0.9944,147.0
116587,8,196.43,0,0.9947,168.0
116588,8,134.94,0,0.9947,165.0
116589,8,161.37,0,0.9947,164.0
116590,8,174.54,0,0.9947,164.0
116591,8,126.79,0,0.9947,163.0
116592,8,116.63,0,0.9947,163.0
116593,8,134.86,0,0.9946,162.0
116594,8,152.08,0,0.9946,160.0
116595,8,137.73,0,0.9946,161.0
116596,8,100.47,0,0.9947,162.0
116597,8,120.72,0,0.9946,161.0
116598,8,105.0,0,0.9946,160.0
116599,8,90.94,0,0.9947,162.0
116600,8,105.92,0,0.9947,162.0
116601,8,112.69,0,0.9946,161.0
116602,8,119.04,0,0.9946,159.0
116603,8,145.43,0,0.9946,160.0
116604,8,203.68,0,0.9946,159.0
116605,8,192.6,0,0.9946,158.0
116606,8,162.34,0,0.9946,157.0
116607,8,172.59,0,0.9946,158.0
116608,8,131.3,0,0.9946,158.0
116609,8,131.85,0,0.9946,159.0
116610,8,159.49,0,0.9946,158.0
116611,8,195.15,0,0.9946,158.0
116612,8,199.3,0,0.9946,159.0
116613,8,206.68,0,0.9946,160.0
116614,8,105.67,0,0.9947,162.0
116615,8,34.6,0,0.9946,162.0
116616,8,38.47,0,0.9946,160.0
116617,8,72.12,0,0.9946,160.0
116618,8,78.26,0,0.9946,161.0
116619,8,127.8,0,0.9946,159.0
116620,8,169.71,0,0.9946,159.0
116621,8,201.18,0,0.9946,160.0
116622,8,95.22,0,0.9946,162.0
116623,8,108.68,0,0.9947,163.0
116624,8,63.04,0,0.9947,164.0
116625,8,71.66,0,0.9946,158.0
116626,8,167.15,0,0.9946,160.0
116627,8,201.72,0,0.9946,157.0
116628,9,213.36,0,0.9945,148.0
116629,8,229.76,0,0.9945,152.0
116630,8,229.02,0,0.9945,154.0
116631,8,237.82,0,0.9946,155.0
116632,8,199.62,0,0.9945,152.0
116633,8,195.48,0,0.9945,151.0
116634,8,206.51,0,0.9945,150.0
116635,8,161.38,0,0.9945,151.0
116636,8,152.64,0,0.9946,158.0
116637,8,130.12,0,0.9946,155.0
116638,8,99.9,0,0.9945,153.0
116639,9,144.37,0,0.9945,149.0
116640,9,142.6,0,0.9945,149.0
116641,9,198.14,0,0.9945,150.0
116642,9,200.52,0,0.9945,149.0
116643,9,158.59,0,0.9945,149.0
116644,9,141.04,0,0.9945,149.0
116645,9,181.03,0,0.9945,149.0
116646,8,206.22,0,0.9945,151.0
116647,8,209.66,0,0.9945,154.0
116648,8,253.04,0,0.9946,157.0
116649,8,285.32,0,0.9946,155.0
116650,8,216.31,0,0.9945,154.0
116651,8,226.12,0,0.9946,155.0
116652,8,165.66,0,0.9945,153.0
116653,8,208.14,0,0.9945,152.0
116654,8,76.64,0,0.9945,153.0
116655,8,247.35,0,0.9945,152.0
116656,8,204.79,0,0.9945,152.0
116657,8,119.89,0,0.9945,153.0
116658,8,223.41,0,0.9945,154.0
116659,8,235.3,0,0.9946,156.0
116660,8,228.44,0,0.9946,156.0
116661,8,291.62,0,0.9946,155.0
116662,8,286.9,0,0.9946,156.0
116663,8,273.07,0,0.9946,155.0
116664,8,223.88,0,0.9946,155.0
116665,8,301.7,0,0.9946,155.0
116666,8,331.96,0,0.9946,155.0
116667,8,282.22,0,0.9945,153.0
116668,8,305.17,0,0.9945,154.0
116669,8,296.34,0,0.9945,154.0
116670,8,198.51,0,0.9945,154.0
116671,8,62.38,0,0.9946,155.0
116672,8,246.74,0,0.9946,157.0
116673,8,192.89,0,0.9946,157.0
116674,8,184.43,0,0.9946,159.0
116675,8,130.78,0,0.9946,161.0
116676,8,124.71,0,0.9946,162.0
116677,8,168.73,0,0.9946,160.0
116678,8,158.17,0,0.9946,161.0
116679,8,94.06,0,0.9946,162.0
116680,8,95.77,0,0.9947,162.0
116681,8,55.46,0,0.9947,164.0
116682,8,56.99,0,0.9947,164.0
116683,8,61.75,0,0.9947,162.0
116684,8,93.13,0,0.9946,162.0
116685,8,199.8,0,0.9946,160.0
116686,8,119.99,0,0.9946,160.0
116687,8,162.1,0,0.9946,160.0
116688,8,89.23,0,0.9946,160.0
116689,8,114.75,0,0.9946,162.0
116690,8,139.37,0,0.9947,162.0
116691,8,98.32,0,0.9947,162.0
116692,8,112.83,0,0.9947,163.0
116693,8,107.55,0,0.9946,162.0
116694,8,105.84,0,0.9946,161.0
116695,8,104.39,0,0.9946,159.0
116696,8,121.28,0,0.9946,158.0
116697,8,149.58,0,0.9946,158.0
116698,8,210.85,0,0.9946,158.0
116699,8,78.98,0,0.9946,158.0
116700,8,180.79,0,0.9946,159.0
116701,8,243.02,0,0.9946,162.0
116702,8,308.05,0,0.9947,163.0
116703,8,216.01,0,0.9947,165.0
116704,8,206.87,0,0.9947,166.0
116705,8,146.33,0,0.9947,167.0
116706,8,336.47,0,0.9947,167.0
116707,8,281.2,0,0.9947,168.0
116708,8,141.92,0,0.9947,167.0
116709,8,119.92,0,0.9947,166.0
116710,8,180.37,0,0.9947,163.0
116711,8,170.25,0,0.9947,164.0
116712,8,115.26,0,0.9946,161.0
116713,8,181.96,0,0.9946,159.0
116714,8,213.04,0,0.9946,159.0
116715,8,186.73,0,0.9946,158.0
116716,8,194.2,0,0.9946,157.0
116717,8,194.23,0,0.9946,158.0
116718,8,109.41,0,0.9946,158.0
116719,8,151.42,0,0.9946,157.0
116720,8,206.3,0,0.9946,157.0
116721,8,209.12,0,0.9946,160.0
116722,8,181.83,0,0.9947,163.0
116723,8,214.84,0,0.9946,161.0
116724,8,212.34,0,0.9946,160.0
116725,8,192.04,0,0.9946,161.0
116726,8,263.27,0,0.9946,161.0
116727,8,266.47,0,0.9946,162.0
116728,8,293.13,0,0.9947,163.0
116729,8,273.31,0,0.9947,164.0
116730,8,190.4,0,0.9947,164.0
116731,8,271.01,0,0.9947,168.0
116732,8,344.59,0,0.9947,164.0
116733,8,473.05,0,0.9947,165.0
116734,8,386.98,0,0.9947,163.0
116735,8,333.95,0,0.9946,161.0
116736,8,264.74,0,0.9946,160.0
116737,8,252.03,0,0.9946,161.0
116738,8,268.49,0,0.9947,163.0
116739,8,393.7,0,0.9947,164.0
116740,8,409.65,0,0.9947,165.0
116741,8,403.08,0,0.9947,164.0
116742,8,328.55,0,0.9947,163.0
116743,8,319.94,0,0.9947,165.0
116744,8,200.15,0,0.9947,166.0
116745,8,202.0,0,0.9947,166.0
116746,8,300.79,0,0.9947,167.0
116747,8,268.16,0,0.9947,169.0
116748,8,257.09,0,0.9947,170.0
116749,8,159.18,0,0.9947,171.0
116750,8,156.08,0,0.9947,171.0
116751,8,127.6,0,0.9947,172.0
116752,8,204.18,0,0.9947,172.0
116753,7,177.24,0,0.9948,178.0
116754,8,209.15,0,0.9947,173.0
116755,7,150.27,0,0.9948,177.0
116756,7,238.89,0,0.9948,179.0
116757,7,231.75,0,0.9947,177.0
116758,7,78.3,0,0.9948,178.0
116759,7,188.04,0,0.9948,179.0
116760,7,206.67,0,0.9948,177.0
116761,8,195.37,0,0.9947,173.0
116762,7,185.37,0,0.9947,176.0
116763,7,79.44,0,0.9948,179.0
116764,7,259.11,0,0.9948,177.0
116765,8,242.54,0,0.9947,173.0
116766,7,316.17,0,0.9948,179.0
116767,7,357.86,0,0.9948,181.0
116768,7,380.25,0,0.9948,179.0
116769,7,287.32,0,0.9948,177.0
116770,7,365.29,0,0.9948,178.0
116771,7,317.35,0,0.9948,178.0
116772,7,186.51,0,0.9948,178.0
116773,7,240.78,0,0.9948,182.0
116774,8,302.36,0,0.9945,156.0
116775,8,271.08,0,0.9946,162.0
116776,8,160.42,0,0.9946,162.0
116777,8,155.2,0,0.9945,157.0
116778,7,308.77,0,0.9948,186.0
116779,7,258.8,0,0.9948,182.0
116780,8,129.59,0,0.9945,156.0
116781,8,78.46,0,0.9946,160.0
116786,7,69.41,0,0.9948,194.0
116787,8,86.85,0,0.9946,162.0
117122,7,207.84,0,0.9946,176.0
117123,7,175.97,0,0.9946,176.0
117124,8,122.77,0,0.9945,162.0
117125,7,406.11,0,0.9947,187.0
117126,7,501.32,0,0.9947,183.0
117127,8,394.34,0,0.9946,172.0
117128,8,322.9,0,0.9946,169.0
117129,8,488.78,0,0.9946,173.0
117130,7,235.12,0,0.9947,177.0
117131,8,217.37,0,0.9945,164.0
117132,8,46.75,0,0.9945,161.0
117133,8,17.41,0,0.9947,174.0
117134,7,150.5,0,0.9947,175.0
117135,8,183.4,0,0.9946,166.0
117136,8,328.11,0,0.9946,164.0
117137,8,454.65,0,0.9946,162.0
117138,8,389.8,0,0.9946,167.0
117139,8,234.61,0,0.9946,167.0
117140,7,101.55,0,0.9947,175.0
117141,8,37.81,0,0.9945,160.0
117142,8,14.88,0,0.9946,162.0
117144,7,0.95,0,0.9948,191.0
117147,7,63.05,0,0.9947,197.0
117148,8,271.26,0,0.9945,168.0
117149,1,2253.9,0,0.9937,354.0
117150,8,5.33,0,0.9946,169.0
117151,7,100.25,0,0.9946,182.0
117152,8,280.95,0,0.9944,166.0
117153,8,288.61,0,0.9945,167.0
117154,7,28.71,0,0.9947,180.0
117155,8,31.38,0,0.9946,168.0
117156,7,398.21,0,0.9947,184.0
117157,7,504.09,0,0.9947,190.0
117158,8,218.35,0,0.9944,159.0
117159,7,810.2,0,0.9947,196.0
117160,7,887.8,0,0.9947,197.0
117161,7,665.01,0,0.9947,179.0
117162,8,477.29,0,0.9944,162.0
117163,7,917.2,0,0.9947,198.0
