i,t,capcost,capcost_energy,fom,fom_energy,vom,rte
tes_ms,2010,625.0,19.893899205,15.625,0.49734748,1.025,0.377
tes_ms,2011,625.0,19.788918205,15.625,0.49472295525,1.025,0.379
tes_ms,2012,625.0,19.68503937,15.625,0.49212598425,1.025,0.381
tes_ms,2013,625.0,19.58224543,15.625,0.48955613575,1.025,0.383
tes_ms,2014,625.0,19.48051948,15.625,0.487012987,1.025,0.385
tes_ms,2015,625.0,19.37984496,15.625,0.484496124,1.025,0.387
tes_ms,2016,625.0,19.280205655,15.625,0.4820051415,1.025,0.389
tes_ms,2017,625.0,19.1815856775,15.625,0.479539642,1.025,0.391
tes_ms,2018,625.0,19.083969465,15.625,0.47709923675,1.025,0.393
tes_ms,2019,625.0,18.9873417725,15.625,0.47468354425,1.025,0.395
tes_ms,2020,625.0,18.324894515,15.625,0.45812236275,1.0,0.397
tes_ms,2021,625.0,17.6624472575,15.625,0.4415611815,1.0,0.4045
tes_ms,2022,547.77772825,17.0,13.694443205,0.425,1.0,0.412
tes_ms,2023,523.811631,16.25625,13.095290775,0.40640625,0.95,0.42925
tes_ms,2024,499.84553375,15.512449005,12.496138345,0.38781122525,0.925,0.4465
tes_ms,2025,475.8794365,14.7686735075,11.896985915,0.36921683775,0.9,0.46375
tes_ms,2026,451.9133395,14.0248980125,11.297833485,0.35062245025,0.85,0.481
tes_ms,2027,427.94724225,13.281122515,10.6986810575,0.33202806275,0.825,0.49825
tes_ms,2028,403.981145,12.5373470175,10.0995286275,0.3134336755,0.8,0.5155
tes_ms,2029,380.015048,11.79357152,9.5003761975,0.294839288,0.75,0.53275
tes_ms,2030,356.04895075,11.0497960225,8.9012237675,0.2762449005,0.725,0.55
tes_ms,2031,353.505744,10.9708689075,8.8376435975,0.27427172275,0.725,0.55
tes_ms,2032,350.96253725,10.891941795,8.7740634275,0.27229854475,0.725,0.55
tes_ms,2033,348.41933025,10.81301468,8.7104832575,0.270325367,0.725,0.55
tes_ms,2034,345.8761235,10.734087565,8.6469030875,0.26835218925,0.725,0.55
tes_ms,2035,343.33291675,10.65516045,8.58332292,0.26637901125,0.725,0.55
tes_ms,2036,340.78971,10.576233335,8.51974275,0.2644058335,0.725,0.55
tes_ms,2037,338.24650325,10.4973062225,8.45616258,0.2624326555,0.725,0.55
tes_ms,2038,335.7032965,10.4183791075,8.39258241,0.26045947775,0.725,0.55
tes_ms,2039,333.1600895,10.3394519925,8.32900224,0.25848629975,0.725,0.55
tes_ms,2040,330.61688275,10.2605248775,8.26542207,0.256513122,0.725,0.55
tes_ms,2041,328.073676,10.181597765,8.2018419,0.254539944,0.725,0.55
tes_ms,2042,325.53046925,10.10267065,8.13826173,0.25256676625,0.725,0.55
tes_ms,2043,322.9872625,10.023743535,8.07468156,0.2505935885,0.725,0.55
tes_ms,2044,320.44405575,9.94481642,8.01110139,0.2486204105,0.725,0.55
tes_ms,2045,317.90084875,9.865889305,7.94752122,0.24664723275,0.725,0.55
tes_ms,2046,315.357642,9.7869621925,7.8839410525,0.24467405475,0.725,0.55
tes_ms,2047,312.81443525,9.7080350775,7.8203608825,0.242700877,0.725,0.55
tes_ms,2048,310.2712285,9.6291079625,7.7567807125,0.240727699,0.725,0.55
tes_ms,2049,307.72802175,9.5501808475,7.6932005425,0.23875452125,0.725,0.55
tes_ms,2050,305.184815,9.471253735,7.6296203725,0.23678134325,0.725,0.55
