i,t,capcost,capcost_energy,fom,fom_energy,vom,rte
tes_ms,2010,2125.0,67.639257297,53.125,1.690981432,3.4849999999999994,0.377
tes_ms,2011,2125.0,67.282321897,53.125,1.68205804785,3.4849999999999994,0.379
tes_ms,2012,2125.0,66.92913385799999,53.125,1.67322834645,3.4849999999999994,0.381
tes_ms,2013,2125.0,66.579634462,53.125,1.66449086155,3.4849999999999994,0.383
tes_ms,2014,2125.0,66.23376623200001,53.125,1.6558441557999999,3.4849999999999994,0.385
tes_ms,2015,2125.0,65.891472864,53.125,1.6472868215999998,3.4849999999999994,0.387
tes_ms,2016,2125.0,65.55269922699999,53.125,1.6388174811,3.4849999999999994,0.389
tes_ms,2017,2125.0,65.2173913035,53.125,1.6304347827999999,3.4849999999999994,0.391
tes_ms,2018,2125.0,64.885496181,53.125,1.62213740495,3.4849999999999994,0.393
tes_ms,2019,2125.0,64.55696202649999,53.125,1.6139240504499999,3.4849999999999994,0.395
tes_ms,2020,2125.0,62.304641351,53.125,1.55761603335,3.4,0.397
tes_ms,2021,2125.0,60.05232067549999,53.125,1.5013080171,3.4,0.4045
tes_ms,2022,1862.4442760499999,57.8,46.561106897,1.4449999999999998,3.4,0.412
tes_ms,2023,1780.9595454,55.27125,44.523988635,1.38178125,3.23,0.41925
tes_ms,2024,1699.47481475,52.742326617,42.486870373,1.31855816585,3.145,0.4265
tes_ms,2025,1617.9900840999999,50.2134899255,40.449752111,1.25533724835,3.06,0.43375
tes_ms,2026,1536.5053543,47.6846532425,38.412633849,1.19211633085,2.8899999999999997,0.441
tes_ms,2027,1455.0206236499998,45.155816551,36.3755155955,1.12889541335,2.8049999999999997,0.44825
tes_ms,2028,1373.535893,42.6269798595,34.3383973335,1.0656744967,2.72,0.4555
tes_ms,2029,1292.0511631999998,40.098143168,32.3012790715,1.0024535792,2.55,0.46275
tes_ms,2030,1210.56643255,37.5693064765,30.264160809499998,0.9392326617,2.465,0.47
tes_ms,2031,1201.9195296,37.3009542855,30.047988231499996,0.93252385735,2.465,0.47
tes_ms,2032,1193.2726266500001,37.032602102999995,29.831815653499998,0.9258150521499999,2.465,0.47
tes_ms,2033,1184.6257228499999,36.764249912,29.6156430755,0.9191062477999999,2.465,0.47
tes_ms,2034,1175.9788199,36.495897721,29.3994704975,0.91239744345,2.465,0.47
tes_ms,2035,1167.3319169499998,36.22754553,29.183297928,0.90568863825,2.465,0.47
tes_ms,2036,1158.685014,35.959193338999995,28.96712535,0.8989798339,2.465,0.47
tes_ms,2037,1150.03811105,35.6908411565,28.750952772,0.8922710287,2.465,0.47
tes_ms,2038,1141.3912081,35.4224889655,28.534780193999996,0.88556222435,2.465,0.47
tes_ms,2039,1132.7443043,35.1541367745,28.318607615999998,0.8788534191499999,2.465,0.47
tes_ms,2040,1124.09740135,34.8857845835,28.102435038,0.8721446147999999,2.465,0.47
tes_ms,2041,1115.4504983999998,34.617432400999995,27.886262459999998,0.8654358096,2.465,0.47
tes_ms,2042,1106.80359545,34.34908021,27.670089882,0.85872700525,2.465,0.47
tes_ms,2043,1098.1566925,34.080728019,27.453917304,0.8520182009,2.465,0.47
tes_ms,2044,1089.50978955,33.812375828,27.237744726,0.8453093957,2.465,0.47
tes_ms,2045,1080.86288575,33.544023636999995,27.021572147999997,0.83860059135,2.465,0.47
tes_ms,2046,1072.2159828,33.2756714545,26.805399578499998,0.83189178615,2.465,0.47
tes_ms,2047,1063.56907985,33.0073192635,26.5892270005,0.8251829818,2.465,0.47
tes_ms,2048,1054.9221769,32.738967072499996,26.3730544225,0.8184741766,2.465,0.47
tes_ms,2049,1046.27527395,32.4706148815,26.1568818445,0.8117653722499999,2.465,0.47
tes_ms,2050,1037.628371,32.202262698999995,25.940709266499997,0.80505656705,2.465,0.47
