i,t,capcost,capcost_energy,fom,fom_energy,vom,rte
tes_ms,2010,750.0,23.872679046,18.75,0.5968169759999999,1.2299999999999998,0.377
tes_ms,2011,750.0,23.746701846,18.75,0.5936675463,1.2299999999999998,0.379
tes_ms,2012,750.0,23.622047243999997,18.75,0.5905511810999999,1.2299999999999998,0.381
tes_ms,2013,750.0,23.498694516,18.75,0.5874673629,1.2299999999999998,0.383
tes_ms,2014,750.0,23.376623376,18.75,0.5844155844,1.2299999999999998,0.385
tes_ms,2015,750.0,23.255813951999997,18.75,0.5813953488,1.2299999999999998,0.387
tes_ms,2016,750.0,23.136246786,18.75,0.5784061698,1.2299999999999998,0.389
tes_ms,2017,750.0,23.017902813,18.75,0.5754475704,1.2299999999999998,0.391
tes_ms,2018,750.0,22.900763358,18.75,0.5725190841,1.2299999999999998,0.393
tes_ms,2019,750.0,22.784810127,18.75,0.5696202531,1.2299999999999998,0.395
tes_ms,2020,750.0,21.989873418000002,18.75,0.5497468353,1.2,0.397
tes_ms,2021,750.0,21.194936709,18.75,0.5298734178,1.2,0.4045
tes_ms,2022,657.3332739000001,20.4,16.433331846,0.51,1.2,0.412
tes_ms,2023,628.5739572,19.507500000000004,15.714348930000002,0.48768750000000005,1.14,0.41925
tes_ms,2024,599.8146405,18.614938806,14.995366014000002,0.4653734703,1.11,0.4265
tes_ms,2025,571.0553238,17.722408209,14.276383098000002,0.44306020530000007,1.08,0.43375
tes_ms,2026,542.2960074,16.829877615,13.557400181999999,0.4207469403,1.02,0.441
tes_ms,2027,513.5366907,15.937347018,12.838417268999999,0.3984336753,0.99,0.44825
tes_ms,2028,484.77737400000007,15.044816421,12.119434352999999,0.3761204106,0.96,0.4555
tes_ms,2029,456.01805759999996,14.152285824,11.400451437,0.35380714559999993,0.9,0.46275
tes_ms,2030,427.2587409,13.259755227000001,10.681468521,0.3314938806,0.87,0.47
tes_ms,2031,424.2068928,13.165042689,10.605172317,0.3291260673,0.87,0.47
tes_ms,2032,421.1550447,13.070330153999999,10.528876112999999,0.3267582537,0.87,0.47
tes_ms,2033,418.1031963,12.975617616,10.452579909,0.3243904404,0.87,0.47
tes_ms,2034,415.0513482,12.880905077999998,10.376283705,0.3220226271,0.87,0.47
tes_ms,2035,411.9995001,12.78619254,10.299987504,0.3196548135,0.87,0.47
tes_ms,2036,408.947652,12.691480001999999,10.2236913,0.3172870002,0.87,0.47
tes_ms,2037,405.8958039,12.596767467,10.147395096000002,0.3149191866,0.87,0.47
tes_ms,2038,402.84395580000006,12.502054929000002,10.071098891999998,0.3125513733,0.87,0.47
tes_ms,2039,399.7921074,12.407342391000002,9.994802688,0.3101835597,0.87,0.47
tes_ms,2040,396.74025930000005,12.312629853,9.918506484,0.3078157464,0.87,0.47
tes_ms,2041,393.68841119999996,12.217917318,9.84221028,0.3054479328,0.87,0.47
tes_ms,2042,390.6365631,12.123204780000002,9.765914076,0.3030801195,0.87,0.47
tes_ms,2043,387.584715,12.028492242,9.689617872,0.3007123062,0.87,0.47
tes_ms,2044,384.5328669,11.933779704,9.613321668000001,0.2983444926,0.87,0.47
tes_ms,2045,381.48101850000006,11.839067166,9.537025464,0.2959766793,0.87,0.47
tes_ms,2046,378.4291704,11.744354631,9.460729263,0.2936088657,0.87,0.47
tes_ms,2047,375.37732229999995,11.649642093,9.384433059000001,0.29124105240000003,0.87,0.47
tes_ms,2048,372.32547420000003,11.554929555,9.308136855,0.2888732388,0.87,0.47
tes_ms,2049,369.27362609999994,11.460217017,9.231840651,0.28650542549999997,0.87,0.47
tes_ms,2050,366.22177800000003,11.365504481999999,9.155544447,0.2841376119,0.87,0.47
