i,t,capcost,capcost_energy,fom,fom_energy,vom,rte
tes_ms,2010,1000.0,31.830238727999998,25.0,0.795755968,1.64,0.377
tes_ms,2011,1000.0,31.662269128000002,25.0,0.7915567283999999,1.64,0.379
tes_ms,2012,1000.0,31.496062992,25.0,0.7874015748,1.64,0.381
tes_ms,2013,1000.0,31.331592688,25.0,0.7832898172,1.64,0.383
tes_ms,2014,1000.0,31.168831168,25.0,0.7792207792000001,1.64,0.385
tes_ms,2015,1000.0,31.007751936,25.0,0.7751937984,1.64,0.387
tes_ms,2016,1000.0,30.848329048,25.0,0.7712082264,1.64,0.389
tes_ms,2017,1000.0,30.690537084,25.0,0.7672634272,1.64,0.391
tes_ms,2018,1000.0,30.534351144,25.0,0.7633587788,1.64,0.393
tes_ms,2019,1000.0,30.379746836,25.0,0.7594936708,1.64,0.395
tes_ms,2020,1000.0,29.319831223999998,25.0,0.7329957804,1.6,0.397
tes_ms,2021,1000.0,28.259915611999997,25.0,0.7064978904,1.6,0.4045
tes_ms,2022,876.4443652,27.2,21.911109128000003,0.68,1.6,0.412
tes_ms,2023,838.0986096,26.01,20.952465240000002,0.6502500000000001,1.52,0.41925
tes_ms,2024,799.7528540000001,24.819918408000003,19.993821352,0.6204979604,1.48,0.4265
tes_ms,2025,761.4070984,23.629877612,19.035177464,0.5907469404000001,1.44,0.43375
tes_ms,2026,723.0613432,22.43983682,18.076533576,0.5609959204,1.36,0.441
tes_ms,2027,684.7155876,21.249796024,17.117889692,0.5312449004,1.32,0.44825
tes_ms,2028,646.369832,20.059755228,16.159245804,0.5014938808,1.28,0.4555
tes_ms,2029,608.0240768,18.869714432000002,15.200601916,0.47174286079999994,1.2,0.46275
tes_ms,2030,569.6783212,17.679673636000004,14.241958027999999,0.44199184080000004,1.16,0.47
tes_ms,2031,565.6091904,17.553390252,14.140229755999998,0.4388347564,1.16,0.47
tes_ms,2032,561.5400596000001,17.427106872,14.038501484,0.4356776715999999,1.16,0.47
tes_ms,2033,557.4709283999999,17.300823488000002,13.936773212,0.4325205871999999,1.16,0.47
tes_ms,2034,553.4017976,17.174540104,13.83504494,0.4293635028,1.16,0.47
tes_ms,2035,549.3326668,17.048256719999998,13.733316672,0.42620641800000003,1.16,0.47
tes_ms,2036,545.263536,16.921973335999997,13.6315884,0.4230493336000001,1.16,0.47
tes_ms,2037,541.1944052,16.795689956,13.529860128000001,0.41989224880000003,1.16,0.47
tes_ms,2038,537.1252744000001,16.669406572,13.428131856,0.4167351644,1.16,0.47
tes_ms,2039,533.0561432000001,16.543123188000003,13.326403584,0.4135780795999999,1.16,0.47
tes_ms,2040,528.9870124,16.416839804000002,13.224675311999999,0.4104209951999999,1.16,0.47
tes_ms,2041,524.9178816,16.290556424,13.12294704,0.40726391040000004,1.16,0.47
tes_ms,2042,520.8487508,16.16427304,13.021218767999999,0.40410682600000003,1.16,0.47
tes_ms,2043,516.77962,16.037989656,12.919490496000002,0.4009497416000001,1.16,0.47
tes_ms,2044,512.7104892,15.911706272000002,12.817762224,0.39779265680000003,1.16,0.47
tes_ms,2045,508.641358,15.785422887999998,12.716033952,0.3946355724,1.16,0.47
tes_ms,2046,504.5722272,15.659139508,12.614305684000001,0.39147848760000004,1.16,0.47
tes_ms,2047,500.50309639999995,15.532856124,12.512577412,0.3883214032,1.16,0.47
tes_ms,2048,496.4339656,15.40657274,12.41084914,0.3851643184,1.16,0.47
tes_ms,2049,492.3648347999999,15.280289356,12.309120868,0.38200723400000003,1.16,0.47
tes_ms,2050,488.29570400000006,15.154005975999999,12.207392596,0.37885014920000004,1.16,0.47
