i,t,capcost,capcost_energy,fom,fom_energy,vom,rte
tes_ms,2010,500.0,15.915119363999999,12.5,0.397877984,0.82,0.377
tes_ms,2011,500.0,15.831134564000001,12.5,0.39577836419999995,0.82,0.379
tes_ms,2012,500.0,15.748031496,12.5,0.3937007874,0.82,0.381
tes_ms,2013,500.0,15.665796344,12.5,0.3916449086,0.82,0.383
tes_ms,2014,500.0,15.584415584,12.5,0.38961038960000005,0.82,0.385
tes_ms,2015,500.0,15.503875968,12.5,0.3875968992,0.82,0.387
tes_ms,2016,500.0,15.424164524,12.5,0.3856041132,0.82,0.389
tes_ms,2017,500.0,15.345268542,12.5,0.3836317136,0.82,0.391
tes_ms,2018,500.0,15.267175572,12.5,0.3816793894,0.82,0.393
tes_ms,2019,500.0,15.189873418,12.5,0.3797468354,0.82,0.395
tes_ms,2020,500.0,14.659915611999999,12.5,0.3664978902,0.8,0.397
tes_ms,2021,500.0,14.129957805999998,12.5,0.3532489452,0.8,0.4045
tes_ms,2022,438.2221826,13.6,10.955554564000002,0.34,0.8,0.412
tes_ms,2023,419.0493048,13.005,10.476232620000001,0.32512500000000005,0.76,0.41925
tes_ms,2024,399.87642700000004,12.409959204000002,9.996910676,0.3102489802,0.74,0.4265
tes_ms,2025,380.7035492,11.814938806,9.517588732,0.29537347020000004,0.72,0.43375
tes_ms,2026,361.5306716,11.21991841,9.038266788,0.2804979602,0.68,0.441
tes_ms,2027,342.3577938,10.624898012,8.558944846,0.2656224502,0.66,0.44825
tes_ms,2028,323.184916,10.029877614,8.079622902,0.2507469404,0.64,0.4555
tes_ms,2029,304.0120384,9.434857216000001,7.600300958,0.23587143039999997,0.6,0.46275
tes_ms,2030,284.8391606,8.839836818000002,7.1209790139999996,0.22099592040000002,0.58,0.47
tes_ms,2031,282.8045952,8.776695126,7.070114877999999,0.2194173782,0.58,0.47
tes_ms,2032,280.77002980000003,8.713553436,7.019250742,0.21783883579999996,0.58,0.47
tes_ms,2033,278.73546419999997,8.650411744000001,6.968386606,0.21626029359999996,0.58,0.47
tes_ms,2034,276.7008988,8.587270052,6.91752247,0.2146817514,0.58,0.47
tes_ms,2035,274.6663334,8.524128359999999,6.866658336,0.21310320900000002,0.58,0.47
tes_ms,2036,272.631768,8.460986667999999,6.8157942,0.21152466680000004,0.58,0.47
tes_ms,2037,270.5972026,8.397844978,6.7649300640000005,0.20994612440000002,0.58,0.47
tes_ms,2038,268.56263720000004,8.334703286,6.714065928,0.2083675822,0.58,0.47
tes_ms,2039,266.52807160000003,8.271561594000001,6.663201792,0.20678903979999996,0.58,0.47
tes_ms,2040,264.4935062,8.208419902000001,6.612337655999999,0.20521049759999996,0.58,0.47
tes_ms,2041,262.4589408,8.145278212,6.56147352,0.20363195520000002,0.58,0.47
tes_ms,2042,260.4243754,8.08213652,6.5106093839999994,0.20205341300000002,0.58,0.47
tes_ms,2043,258.38981,8.018994828,6.459745248000001,0.20047487080000004,0.58,0.47
tes_ms,2044,256.3552446,7.955853136000001,6.408881112,0.19889632840000002,0.58,0.47
tes_ms,2045,254.320679,7.892711443999999,6.358016976,0.1973177862,0.58,0.47
tes_ms,2046,252.2861136,7.829569754,6.307152842000001,0.19573924380000002,0.58,0.47
tes_ms,2047,250.25154819999997,7.766428062,6.256288706,0.1941607016,0.58,0.47
tes_ms,2048,248.2169828,7.70328637,6.20542457,0.1925821592,0.58,0.47
tes_ms,2049,246.18241739999996,7.640144678,6.154560434,0.19100361700000001,0.58,0.47
tes_ms,2050,244.14785200000003,7.577002987999999,6.103696298,0.18942507460000002,0.58,0.47
