i,t,capcost,capcost_energy,fom,fom_energy,vom,rte
tes_ms,2010,2000.0,63.660477456,50.0,1.591511936,3.28,0.377
tes_ms,2011,2000.0,63.32453825600001,50.0,1.5831134568,3.28,0.379
tes_ms,2012,2000.0,62.992125984,50.0,1.5748031496000001,3.28,0.381
tes_ms,2013,2000.0,62.663185376,50.0,1.5665796344,3.28,0.383
tes_ms,2014,2000.0,62.33766233600001,50.0,1.5584415584000002,3.28,0.385
tes_ms,2015,2000.0,62.015503872000004,50.0,1.5503875968,3.28,0.387
tes_ms,2016,2000.0,61.696658096,50.0,1.5424164528000002,3.28,0.389
tes_ms,2017,2000.0,61.381074168,50.0,1.5345268544000001,3.28,0.391
tes_ms,2018,2000.0,61.068702288,50.0,1.5267175576,3.28,0.393
tes_ms,2019,2000.0,60.759493672,50.0,1.5189873416,3.28,0.395
tes_ms,2020,2000.0,58.639662448,50.0,1.4659915608,3.2,0.397
tes_ms,2021,2000.0,56.519831224,50.0,1.4129957808000002,3.2,0.4045
tes_ms,2022,1752.8887304,54.400000000000006,43.822218256000006,1.36,3.2,0.412
tes_ms,2023,1676.1972192000003,52.02000000000001,41.904930480000004,1.3005000000000002,3.04,0.41925
tes_ms,2024,1599.5057080000001,49.639836816000006,39.987642704,1.2409959208,2.9600000000000004,0.4265
tes_ms,2025,1522.8141968,47.259755224,38.070354928,1.1814938808000002,2.8800000000000003,0.43375
tes_ms,2026,1446.1226864,44.87967364,36.153067152,1.1219918408,2.72,0.441
tes_ms,2027,1369.4311752,42.499592048000004,34.235779384000004,1.0624898008,2.64,0.44825
tes_ms,2028,1292.7396640000002,40.119510456,32.318491608,1.0029877616,2.5600000000000005,0.4555
tes_ms,2029,1216.0481536,37.739428864000004,30.401203832,0.9434857216,2.4000000000000004,0.46275
tes_ms,2030,1139.3566424,35.359347272,28.483916055999998,0.8839836816000001,2.32,0.47
tes_ms,2031,1131.2183808,35.106780504,28.280459512,0.8776695128,2.32,0.47
tes_ms,2032,1123.0801192000001,34.854213744,28.077002968000002,0.8713553432,2.32,0.47
tes_ms,2033,1114.9418567999999,34.601646976000005,27.873546424,0.8650411744,2.32,0.47
tes_ms,2034,1106.8035952,34.349080208,27.670089880000003,0.8587270056,2.32,0.47
tes_ms,2035,1098.6653336,34.09651344,27.466633344,0.8524128360000001,2.32,0.47
tes_ms,2036,1090.527072,33.843946672,27.263176800000004,0.8460986672000002,2.32,0.47
tes_ms,2037,1082.3888104,33.591379912,27.059720256000006,0.8397844976000001,2.32,0.47
tes_ms,2038,1074.2505488000002,33.338813144,26.856263712,0.8334703288,2.32,0.47
tes_ms,2039,1066.1122864000001,33.086246376000005,26.652807168,0.8271561592,2.32,0.47
tes_ms,2040,1057.9740248,32.833679608000004,26.449350624,0.8208419903999999,2.32,0.47
tes_ms,2041,1049.8357632,32.581112848,26.24589408,0.8145278208000001,2.32,0.47
tes_ms,2042,1041.6975016000001,32.32854608,26.042437536,0.8082136520000001,2.32,0.47
tes_ms,2043,1033.55924,32.075979312,25.838980992000003,0.8018994832000002,2.32,0.47
tes_ms,2044,1025.4209784000002,31.823412544000004,25.635524448,0.7955853136000001,2.32,0.47
tes_ms,2045,1017.2827160000002,31.570845776,25.432067904,0.7892711448,2.32,0.47
tes_ms,2046,1009.1444544000001,31.318279016000005,25.228611368000003,0.7829569752000001,2.32,0.47
tes_ms,2047,1001.0061928,31.065712248,25.025154824,0.7766428064,2.32,0.47
tes_ms,2048,992.8679312,30.81314548,24.821698280000003,0.7703286368,2.32,0.47
tes_ms,2049,984.7296696,30.560578712,24.618241736,0.7640144680000001,2.32,0.47
tes_ms,2050,976.5914080000001,30.308011952,24.414785192,0.7577002984000001,2.32,0.47
